left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
TELEDYNE TECHNOLOGIES INCORPORATED,Ratification of the appointment of Deloitte & Touche LLP as the Company's independent registered public accounting firm for fiscal year 2025,2025-04-23||879360||Ratification of the appointment of Deloitte & Touche LLP as the Company's independent registered public accounting firm for fiscal year 2025||-1||-1,Teleflex Incorporated,,,0,unmatched_left,unmatched
TELEDYNE TECHNOLOGIES INCORPORATED,,,Teleflex Incorporated,Elect Director Stephen K. Klasko,1184_1e,0,unmatched_right,unmatched
TELEDYNE TECHNOLOGIES INCORPORATED,,,Teleflex Incorporated,Elect Director Stuart A. Randle,1184_1h,0,unmatched_right,unmatched
TELEDYNE TECHNOLOGIES INCORPORATED,,,Teleflex Incorporated,Elect Director Liam J. Kelly,1184_1d,0,unmatched_right,unmatched
TEXAS INSTRUMENTS INCORPORATED,Board proposal regarding advisory approval of the Company's executive compensation.,2025-04-17||882508||Board proposal regarding advisory approval of the Company's executive compensation.||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Board proposal to ratify the appointment of Ernst & Young LLP as the Company's independent registered public accounting firm for 2025.,2025-04-17||882508||Board proposal to ratify the appointment of Ernst & Young LLP as the Company's independent registered public accounting firm for 2025.||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Carrie Cox,2025-04-17||882508||Election of Director: Carrie Cox||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Curtis Farmer,2025-04-17||882508||Election of Director: Curtis Farmer||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Haviv Ilan,2025-04-17||882508||Election of Director: Haviv Ilan||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Janet Clark,2025-04-17||882508||Election of Director: Janet Clark||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Jean Hobby,2025-04-17||882508||Election of Director: Jean Hobby||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Mark Blinn,2025-04-17||882508||Election of Director: Mark Blinn||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Martin Craighead,2025-04-17||882508||Election of Director: Martin Craighead||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Pamela Patsley,2025-04-17||882508||Election of Director: Pamela Patsley||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Reginald DesRoches,2025-04-17||882508||Election of Director: Reginald DesRoches||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Richard Templeton,2025-04-17||882508||Election of Director: Richard Templeton||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Robert Sanchez,2025-04-17||882508||Election of Director: Robert Sanchez||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Ronald Kirk,2025-04-17||882508||Election of Director: Ronald Kirk||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Election of Director: Todd Bluedorn,2025-04-17||882508||Election of Director: Todd Bluedorn||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,Stockholder proposal to permit a combined 10% of stockholders to call a special meeting.,2025-04-17||882508||Stockholder proposal to permit a combined 10% of stockholders to call a special meeting.||-1||-1,"Accolade, Inc.",,,0,unmatched_left,unmatched
TEXAS INSTRUMENTS INCORPORATED,,,"Accolade, Inc.",Elect Cindy R. Kent,49207_1.02,0,unmatched_right,unmatched
"LIVEPERSON, INC.","Approval of the Company's Tax Benefits Preservation Plan so that it may remain in effect through January 21, 2027 unless earlier terminated by the Company's Board of Directors.","2024-11-25||538146||Approval of the Company's Tax Benefits Preservation Plan so that it may remain in effect through January 21, 2027 unless earlier terminated by the Company's Board of Directors.||-1||-1","LivePerson, Inc.",Approval of the Tax Benefits Preservation Plan,2825_4,0.9,"Both proposals pertain to the Tax Benefits Preservation Plan, with the left proposal focusing on its continuation and the right proposal on its approval.",gpt_matched
"LIVEPERSON, INC.","Approval of an amendment and restatement of the 2019 Employee Stock Purchase Plan, including to increase the number of shares available for issuance and to make certain other changes.","2024-11-25||538146||Approval of an amendment and restatement of the 2019 Employee Stock Purchase Plan, including to increase the number of shares available for issuance and to make certain other changes.||-1||-1","LivePerson, Inc.",,,0,unmatched_left,unmatched
"LIVEPERSON, INC.","Approval of an amendment and restatement of the 2019 Stock Incentive Plan, including to increase the number of shares available for issuance and to make certain other changes.","2024-11-25||538146||Approval of an amendment and restatement of the 2019 Stock Incentive Plan, including to increase the number of shares available for issuance and to make certain other changes.||-1||-1","LivePerson, Inc.",,,0,unmatched_left,unmatched
"LIVEPERSON, INC.",Approval of an amendment to the Company's Fourth Amended and Restated Certificate of Incorporation to provide for exculpation of certain officers as permitted by Delaware law.,2024-11-25||538146||Approval of an amendment to the Company's Fourth Amended and Restated Certificate of Incorporation to provide for exculpation of certain officers as permitted by Delaware law.||-1||-1,"LivePerson, Inc.",,,0,unmatched_left,unmatched
"LIVEPERSON, INC.",IKON NOMINEE OPPOSED BY THE COMPANY: NOMINEE WITHDRAWN,2024-11-25||538146||IKON NOMINEE OPPOSED BY THE COMPANY: NOMINEE WITHDRAWN||-1||-1,"LivePerson, Inc.",,,0,unmatched_left,unmatched
"LIVEPERSON, INC.","LIVEPERSON, INC. NOMINEE: Karin-Joyce (K.J.) Tjon","2024-11-25||538146||LIVEPERSON, INC. NOMINEE: Karin-Joyce (K.J.) Tjon||-1||-1","LivePerson, Inc.",,,0,unmatched_left,unmatched
"LIVEPERSON, INC.","Ratification of the appointment of BDO USA, P.C. as the independent registered public accounting firm of the Company for the fiscal year ending December 31, 2024.","2024-11-25||538146||Ratification of the appointment of BDO USA, P.C. as the independent registered public accounting firm of the Company for the fiscal year ending December 31, 2024.||-1||-1","LivePerson, Inc.",,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,Such other matters as may properly come before the Special Meeting or any lawful adjournment or postponement thereof.,2024-11-29||351471||Such other matters as may properly come before the Special Meeting or any lawful adjournment or postponement thereof.||-1||-1,FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve and adopt a proposal to amend our Third Amended and Restated Certificate of Incorporation, to effect a reverse stock split of our issued and outstanding Class A common stock, par value $0.0001 per share before 09/30/2025, at a ratio ranging from one-for-five (1:5) to one-for-one hundred (1:100) (""Reverse Split"") with the exact ratio within such range to be determined at the sole discretion of Board of our stockholders before the filing of an amendment to the Certificate of Incorporation effecting proposed Reverse Split.","2024-11-29||351471||To approve and adopt a proposal to amend our Third Amended and Restated Certificate of Incorporation, to effect a reverse stock split of our issued and outstanding Class A common stock, par value $0.0001 per share before 09/30/2025, at a ratio ranging from one-for-five (1:5) to one-for-one hundred (1:100) (""Reverse Split"") with the exact ratio within such range to be determined at the sole discretion of Board of our stockholders before the filing of an amendment to the Certificate of Incorporation effecting proposed Reverse Split.||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve the adjournment of the Special Meeting, if necessary or advisable, to solicit additional proxies in favor of the foregoing proposals if there are not sufficient votes to approve the foregoing proposals.","2024-11-29||351471||To approve the adjournment of the Special Meeting, if necessary or advisable, to solicit additional proxies in favor of the foregoing proposals if there are not sufficient votes to approve the foregoing proposals.||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with Strata Purchase Agreement dated 10/13/2023 with ClearThink Capital Partners, LLC, as supplemented by the Supplement to Strata Purchase Agreement, dated as of 10/13/2023, & as amended, with ClearThink Capital Partners, LLC whereby ClearThink agreed to purchase up to $5,000,000 of shares.","2024-11-29||351471||To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with Strata Purchase Agreement dated 10/13/2023 with ClearThink Capital Partners, LLC, as supplemented by the Supplement to Strata Purchase Agreement, dated as of 10/13/2023, & as amended, with ClearThink Capital Partners, LLC whereby ClearThink agreed to purchase up to $5,000,000 of shares.||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with the Exchange Agreement (the ""Smithline Exchange Agreement"") with Smithline Family Trust II (""Smithline"").","2024-11-29||351471||To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with the Exchange Agreement (the ""Smithline Exchange Agreement"") with Smithline Family Trust II (""Smithline"").||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with the Securities Purchase Agreement with an institutional investor pursuant to which the Company agreed to issue to the Purchaser and subsequent purchasers who will also be parties to the SPA Senior Notes in the aggregate principal amount of up to $2,800,000 (each a ""Note"" or, together, the ""Notes"").","2024-11-29||351471||To approve, for purposes of complying with NYSE American Rule 713, the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding immediately prior to such issuance in connection with the Securities Purchase Agreement with an institutional investor pursuant to which the Company agreed to issue to the Purchaser and subsequent purchasers who will also be parties to the SPA Senior Notes in the aggregate principal amount of up to $2,800,000 (each a ""Note"" or, together, the ""Notes"").||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,Such other matters as may properly come before the Special Meeting or any lawful adjournment or postponement thereof.,2025-01-17||351471||Such other matters as may properly come before the Special Meeting or any lawful adjournment or postponement thereof.||-1||-1,FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve the adjournment of the Special Meeting, if necessary or advisable, to solicit additional proxies in favor of the foregoing proposal if there are not sufficient votes to approve the foregoing proposal.","2025-01-17||351471||To approve the adjournment of the Special Meeting, if necessary or advisable, to solicit additional proxies in favor of the foregoing proposal if there are not sufficient votes to approve the foregoing proposal.||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
FOXO TECHNOLOGIES INC.,"To approve, for purposes of complying with NYSE American Rule 713, pursuant to the terms of the Company's Series A Cumulative Convertible Redeemable Preferred Stock (the ""Series A Preferred Stock""): (i) the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding when the Series A Preferred Stock was authorized, upon conversion of the shares of Series A Preferred Stock; and (ii) the voting terms thereof, which may constitute a ""Change of Control"" as defined by the NYSE American Rules.","2025-01-17||351471||To approve, for purposes of complying with NYSE American Rule 713, pursuant to the terms of the Company's Series A Cumulative Convertible Redeemable Preferred Stock (the ""Series A Preferred Stock""): (i) the issuance of shares of Class A Common Stock in an amount equal to or in excess of 20% of our Class A Common Stock outstanding when the Series A Preferred Stock was authorized, upon conversion of the shares of Series A Preferred Stock; and (ii) the voting terms thereof, which may constitute a ""Change of Control"" as defined by the NYSE American Rules.||-1||-1",FOXO Technologies Inc.,,,0,unmatched_left,unmatched
